CPU Name ,"CPU Mark
","Rank
"
Intel Xeon E5-2623 v4 @ 2.60GHz,"6,940",1790
AMD Ryzen 5 PRO 3500U,"6,939",1791
AMD Ryzen 3 1300X,"6,931",1792
Intel Xeon E3-1286L v3 @ 3.20GHz,"6,929",1793
AMD Opteron 6287 SE,"6,925",1794
AMD Athlon Gold 3150G,"6,922",1795
vendor Kirin9000,"6,914",1796
Intel Xeon E-2124 @ 3.30GHz,"6,908",1797
Intel Xeon X5680 @ 3.33GHz,"6,905",1798
Intel Core i3-8350K @ 4.00GHz,"6,893",1799
Intel Core i7-7700HQ @ 2.80GHz,"6,879",1800
Intel Xeon E3-1285L v3 @ 3.10GHz,"6,874",1801
Intel Xeon E5-4620 @ 2.20GHz,"6,872",1802
Intel Core i7-5850HQ @ 2.70GHz,"6,866",1803
AMD Ryzen 5 3500U,"6,856",1804
Intel Core i7-980 @ 3.33GHz,"6,853",1805
Intel Core i7-980X @ 3.33GHz,"6,843",1806
AMD Ryzen 7 2700U,"6,839",1807
Intel Xeon E3-1230 v3 @ 3.30GHz,"6,834",1808
Intel Xeon D-1528 @ 1.90GHz,"6,823",1809
ARM Cortex-A78AE 12 Core 2201 MHz,"6,815",1810
AMD FX-9590 Eight-Core,"6,810",1811
AMD Ryzen 3 PRO 3200GE,"6,807",1812
Intel Core i5-7600K @ 3.80GHz,"6,803",1813
Snapdragon 8cx Gen 2 @ 3.0 GHz,"6,796",1814
ARM Firestorm 8 Core 2064 MHz,"6,775",1815
Intel Xeon E5-2448L v2 @ 1.80GHz,"6,774",1816
Intel Core i7-4940MX @ 3.10GHz,"6,765",1817
MediaTek MT6983,"6,761",1818
QTI SM7550,"6,757",1819
"Qualcomm Technologies, Inc KONA-IOT","6,752",1820
Intel Core i7-4770S @ 3.10GHz,"6,749",1821
Intel Core i7-6820HQ @ 2.70GHz,"6,748",1822
AMD Ryzen 3 2200G,"6,745",1823
Mediatek MT6895Z/TCZA,"6,744",1824
AMD Ryzen Embedded V1605B,"6,723",1825
Fabrikams XY9 @ 3.15 GHz,"6,715",1826
AMD Ryzen 7 3700C,"6,714",1827
QTI SG8175P,"6,713",1828
Google Tensor,"6,711",1829
Intel Core i3-9100F @ 3.60GHz,"6,710",1830
Intel Pentium Gold G7400,"6,706",1831
Qualcomm SM8250,"6,700",1832
Intel Xeon D-2123IT @ 2.20GHz,"6,697",1833
Snapdragon 8cx Gen 2 @ 3.15 GHz,"6,695",1834
AMD Opteron 6380,"6,687",1835
AMD Ryzen 5 PRO 2500U,"6,679",1836
AMD Ryzen 3 PRO 2200G,"6,667",1837
Intel Xeon E5-2623 v3 @ 3.00GHz,"6,660",1838
Mediatek MT6891Z/CZA,"6,644",1839
Mediatek MT8789,"6,640",1840
Intel Xeon E5-2630L v2 @ 2.40GHz,"6,640",1841
Intel Xeon E3-1275 V2 @ 3.50GHz,"6,634",1842
Intel Xeon E3-1280 V2 @ 3.60GHz,"6,607",1843
AMD Ryzen 5 3450U,"6,592",1844
"Qualcomm Technologies, Inc SM8350AC","6,588",1845
Intel Core i3-9100 @ 3.60GHz,"6,587",1846
QTI SM8250,"6,579",1847
Intel Core i7-10610U @ 1.80GHz,"6,578",1848
Intel Core i7-4770R @ 3.20GHz,"6,561",1849
Microsoft SQ2 @ 3.15 GHz,"6,560",1850
Intel Core i5-7600 @ 3.50GHz,"6,559",1851
Mediatek MT6891Z_Z/CZA,"6,557",1852
"Qualcomm Technologies, Inc SA8195P","6,554",1853
Intel Xeon E5-1620 v2 @ 3.70GHz,"6,554",1854
Qualcomm SM8350,"6,553",1855
MT8797Z/CNZA,"6,550",1856
CentaurHauls @2000MHz,"6,549",1857
Intel Xeon E3-1240L v5 @ 2.10GHz,"6,547",1858
virt-8.2,"6,547",1859
Intel Core i3-9100E @ 3.10GHz,"6,539",1860
AMD Ryzen 3 PRO 3200G,"6,535",1861
Intel Core i7-4980HQ @ 2.80GHz,"6,532",1862
Intel Core i7-970 @ 3.20GHz,"6,531",1863
Intel Core i7-6700HQ @ 2.60GHz,"6,525",1864
Intel Xeon Silver 4112 @ 2.60GHz,"6,521",1865
Intel Core i7-4820K @ 3.70GHz,"6,510",1866
AMD Ryzen 5 2500U,"6,509",1867
Intel Core i7-1060NG7 @ 1.20GHz,"6,505",1868
QTI SM8350,"6,494",1869
Intel Xeon E3-1270 V2 @ 3.50GHz,"6,492",1870
Intel Core i7-3770K @ 3.50GHz,"6,486",1871
MT6893Z_Z/CZA,"6,485",1872
Intel Xeon E5-2637 v2 @ 3.50GHz,"6,483",1873
Intel Core i7-4930MX @ 3.00GHz,"6,473",1874
MT6893Z/CZA,"6,467",1875
Intel Atom x7835RE,"6,461",1876
Intel Xeon E5-4610 @ 2.40GHz,"6,460",1877
"Odin based on Qualcomm Technologies, Inc SM8350","6,455",1878
"redwood based Qualcomm Technologies, Inc. SM7325","6,448",1879
Intel Core i7-10510U @ 1.80GHz,"6,446",1880
"Qualcomm Technologies, Inc SM7325","6,431",1881
Intel Xeon W3670 @ 3.20GHz,"6,428",1882
"Qualcomm Technologies, Inc SM8250_AC","6,416",1883
Intel Xeon E5-2608L v3 @ 2.00GHz,"6,415",1884
Intel Core i7-3770 @ 3.40GHz,"6,415",1885
QTI SM8450,"6,405",1886
Samsung s5e9925,"6,401",1887
HiSilicon Kirin,"6,400",1888
Intel Xeon X5675 @ 3.07GHz,"6,393",1889
Intel Core i3-9300T @ 3.20GHz,"6,387",1890
AMD Opteron 6282 SE,"6,385",1891
Mediatek MT6893,"6,383",1892
Intel Xeon E3-1240 V2 @ 3.40GHz,"6,381",1893
Intel Core i3-10100TE @ 2.30GHz,"6,371",1894
MT6893Z_B/CZA,"6,371",1895
Intel Core i7-4960HQ @ 2.60GHz,"6,366",1896
AMD FX-9370 Eight-Core,"6,359",1897
"taoyao based Qualcomm Technologies, Inc. Yupik IDP","6,359",1898
Intel Xeon E3-1245 V2 @ 3.40GHz,"6,354",1899
Intel Xeon E-2276ML @ 2.00GHz,"6,353",1900
AMD Opteron 6276,"6,348",1901
Intel Xeon E5-2420 v2 @ 2.20GHz,"6,347",1902
Intel Core i3-8300 @ 3.70GHz,"6,335",1903
Intel Xeon E3-1268L v5 @ 2.40GHz,"6,334",1904
Intel Xeon E-2254ML @ 1.70GHz,"6,333",1905
Intel Xeon E3-1275L v3 @ 2.70GHz,"6,327",1906
QTI SM6450P,"6,321",1907
Mediatek MT6893Z_T/CZA,"6,319",1908
Intel Xeon E3-1290 V2 @ 3.70GHz,"6,315",1909
Intel Core i7-4870HQ @ 2.50GHz,"6,305",1910
Intel Core i5-6600K @ 3.50GHz,"6,305",1911
Intel Core i7-4760HQ @ 2.10GHz,"6,300",1912
Intel Xeon E5-4617 @ 2.90GHz,"6,298",1913
Intel Core i7-4790T @ 2.70GHz,"6,297",1914
Intel Xeon E5-2640 @ 2.50GHz,"6,293",1915
Intel Core i7-4910MQ @ 2.90GHz,"6,267",1916
AMD Ryzen 3 1200,"6,260",1917
Intel Xeon E5-1428L v2 @ 2.20GHz,"6,255",1918
Mediatek MT8195AV,"6,251",1919
Intel Xeon E5-2620 v2 @ 2.10GHz,"6,247",1920
Intel Xeon E5-2658 @ 2.10GHz,"6,232",1921
AMD Ryzen Embedded V1780B,"6,219",1922
Intel Core i7-8665U @ 1.90GHz,"6,217",1923
Intel Xeon D-1622 @ 2.60GHz,"6,205",1924
Qualcomm QCS6490,"6,201",1925
Intel Core i7-4860HQ @ 2.40GHz,"6,198",1926
Intel Xeon E5-2650L @ 1.80GHz,"6,192",1927
Intel Xeon E5-2430L v2 @ 2.40GHz,"6,190",1928
Intel Xeon E3-1230 V2 @ 3.30GHz,"6,190",1929
Intel Xeon E3-1265L v3 @ 2.50GHz,"6,187",1930
Intel Core i7-8565UC @ 1.80GHz,"6,187",1931
Intel Core i7-8650U @ 1.90GHz,"6,187",1932
Intel Core i7-6700TE @ 2.40GHz,"6,185",1933
Intel Core i7-3770S @ 3.10GHz,"6,185",1934
AMD FX-8370 Eight-Core,"6,159",1935
Intel Core i7-4900MQ @ 2.80GHz,"6,157",1936
Intel Xeon X5670 @ 2.93GHz,"6,145",1937
Mediatek Dimensity 7300-Ultra (MT6878),"6,141",1938
ARM Cortex-A720 8 Core 2600 MHz,"6,141",1939
MT6893Z_C/CZA,"6,139",1940
Intel Core i3-1025G1 @ 1.20GHz,"6,139",1941
Intel Pentium Gold G7400E,"6,134",1942
SM8350,"6,134",1943
Intel Core i7-4850HQ @ 2.30GHz,"6,132",1944
Intel Core i5-8350U @ 1.70GHz,"6,126",1945
vendor Kirin990,"6,123",1946
"Qualcomm Technologies, Inc SM8350","6,117",1947
Intel Core i5-10210U @ 1.60GHz,"6,103",1948
Intel Xeon E5-2440 @ 2.40GHz,"6,091",1949
AMD FX-8350 Eight-Core,"6,090",1950
Intel Core i7-5675C @ 3.10GHz,"6,089",1951
Intel Core i3-8100 @ 3.60GHz,"6,084",1952
Intel 300T,"6,084",1953
Samsung Exynos 990,"6,083",1954
SM7325,"6,074",1955
Intel Core i7-4810MQ @ 2.80GHz,"6,073",1956
Intel Xeon E5-2630 @ 2.30GHz,"6,073",1957
AMD Opteron 6344,"6,069",1958
Qualcomm QCM6490,"6,068",1959
Qualcomm SM7325,"6,059",1960
Intel Core i5-6600 @ 3.30GHz,"6,056",1961
MT6893Z_A/CZA,"6,050",1962
AMD EPYC 3101 4-Core,"6,050",1963
QTI SM7635,"6,048",1964
Snapdragon 7cPlus Gen 3 @ 2.40 GHz,"6,044",1965
Intel Core i7-4770HQ @ 2.20GHz,"6,040",1966
Hygon C86 3330 4-core,"6,031",1967
Intel Core i5-7500 @ 3.40GHz,"6,027",1968
MT6891Z/CZA,"6,025",1969
Intel Core i7-5700HQ @ 2.70GHz,"6,019",1970
ARM Cortex-X1C 4 Core 2438 MHz,"6,007",1971
AMD Ryzen Embedded V1404I,"6,007",1972
Microsoft SQ1 @ 3.0 GHz,"5,998",1973
Intel Core i7-8565U @ 1.80GHz,"5,987",1974
QTI SM6475,"5,980",1975
Intel Xeon X5660 @ 2.80GHz,"5,979",1976
Intel Core i5-8365U @ 1.60GHz,"5,977",1977
QTI SM6650,"5,972",1978
ARM Neoverse-N1 8 Core 0 MHz,"5,964",1979
Intel Xeon E3-1225 v5 @ 3.30GHz,"5,946",1980
Intel Core i5-10310U @ 1.70GHz,"5,945",1981
Samsung s5e8835,"5,941",1982
Intel Core i7-3940XM @ 3.00GHz,"5,932",1983
AMD Ryzen 3 PRO 2200GE,"5,931",1984
QTI SM7325,"5,925",1985
Intel Xeon E3-1515M v5 @ 2.80GHz,"5,925",1986
Intel Core i3-8100B @ 3.60GHz,"5,917",1987
AMD Ryzen 3 2200GE,"5,916",1988
Mediatek MT6883Z/CZA,"5,914",1989
Intel Core i3-1115G4 @ 3.00GHz,"5,912",1990
Intel Core i7-3840QM @ 2.80GHz,"5,898",1991
AMD Opteron 6378,"5,889",1992
Intel N97,"5,885",1993
Intel Core i5-7600T @ 2.80GHz,"5,883",1994
Intel Xeon E5-2450L @ 1.80GHz,"5,880",1995
Intel Xeon E-2104G @ 3.20GHz,"5,877",1996
AMD Ryzen 3 PRO 3300U,"5,874",1997
QTI SM6450,"5,866",1998
"Qualcomm Technologies, Inc SM8250","5,861",1999
Intel Core i7-4770T @ 2.50GHz,"5,856",2000
Intel Xeon E5-1620 @ 3.60GHz,"5,846",2001
Intel Core i5-8265U @ 1.60GHz,"5,832",2002
Intel Core i7-8550U @ 1.80GHz,"5,831",2003
MT6891,"5,817",2004
Intel Core i5-8250U @ 1.60GHz,"5,809",2005
Intel Core i7-5700EQ @ 2.60GHz,"5,803",2006
Intel Xeon Bronze 3106 @ 1.70GHz,"5,789",2007
Intel Core i7-3820 @ 3.60GHz,"5,789",2008
Intel Core i7-4710MQ @ 2.50GHz,"5,781",2009
AMD Opteron 4274 HE,"5,776",2010
Intel Core i7-4722HQ @ 2.40GHz,"5,768",2011
AMD Ryzen 3 3350U,"5,759",2012
AMD Ryzen Embedded R2314,"5,757",2013
Intel Core i7-4800MQ @ 2.70GHz,"5,756",2014
Intel Xeon E3-1220 v5 @ 3.00GHz,"5,756",2015
Apple A13 Bionic,"5,754",2016
Intel Xeon X5650 @ 2.67GHz,"5,742",2017
MT8195AV/ZA,"5,735",2018
Intel Core i7-4720HQ @ 2.60GHz,"5,732",2019
Qualcomm SM8150,"5,732",2020
Intel Core i5-8365UE @ 1.60GHz,"5,729",2021
Intel Core i7-2700K @ 3.50GHz,"5,716",2022
Intel Xeon E5-1410 v2 @ 2.80GHz,"5,715",2023
Intel Core i7-3920XM @ 2.90GHz,"5,713",2024
Intel Core i5-7440EQ @ 2.90GHz,"5,711",2025
AMD Ryzen 3 3300U,"5,705",2026
Intel Core i7-3740QM @ 2.70GHz,"5,703",2027
Intel Xeon E5-2430 @ 2.20GHz,"5,702",2028
MT6893Z_D/CZA,"5,701",2029
Intel Xeon D-1521 @ 2.40GHz,"5,699",2030
Intel Core i5-4690K @ 3.50GHz,"5,697",2031
QTI SM7435,"5,692",2032
Intel Core i5-5675C @ 3.10GHz,"5,689",2033
Intel Xeon E3-1205 v6 @ 3.00GHz,"5,682",2034
Intel Atom C3808 @ 2.00GHz,"5,671",2035
Spreadtrum UIS7885(prototype),"5,668",2036
"Qualcomm Technologies, Inc KONA","5,668",2037
MT6883Z/CZA,"5,665",2038
Intel Xeon E5649 @ 2.53GHz,"5,659",2039
Intel Pentium Gold 8500,"5,652",2040
Intel Xeon E3-1240L v3 @ 2.00GHz,"5,651",2041
Intel Xeon E3-1280 @ 3.50GHz,"5,650",2042
ARM - 4 Core 0 MHz,"5,650",2043
AMD Opteron 6274,"5,643",2044
QTI SM7350,"5,634",2045
Intel Core i7-4750HQ @ 2.00GHz,"5,631",2046
SM8325,"5,629",2047
AMD Opteron 6238,"5,625",2048
Intel Xeon E3-1225 v6 @ 3.30GHz,"5,623",2049
Intel Core i7-3615QE @ 2.30GHz,"5,620",2050
Intel Core i3-9100T @ 3.10GHz,"5,615",2051
Intel Core i5-1030NG7 @ 1.10GHz,"5,614",2052
AMD Opteron 6366 HE,"5,613",2053
Intel Core i7-3720QM @ 2.60GHz,"5,612",2054
Intel Core i7-3820QM @ 2.70GHz,"5,611",2055
AMD Ryzen 3 PRO 1200,"5,609",2056
AMD Ryzen 3 PRO 2300U,"5,605",2057
Intel Core i5-6500 @ 3.20GHz,"5,603",2058
Intel Xeon E3-1220 v6 @ 3.00GHz,"5,593",2059
Intel Core i7-4700HQ @ 2.40GHz,"5,592",2060
AMD Ryzen 5 3500C,"5,585",2061
Intel Core i5-4670K @ 3.40GHz,"5,582",2062
Intel Core i5-4690 @ 3.50GHz,"5,578",2063
Intel Core i3-8300T @ 3.20GHz,"5,576",2064
Intel Xeon E3-1268L v3 @ 2.30GHz,"5,574",2065
AMD Opteron 6376,"5,572",2066
Intel Core i5-5675R @ 3.10GHz,"5,570",2067
Intel Core i5-6600T @ 2.70GHz,"5,567",2068
Snapdragon 7325,"5,561",2069
"Qualcomm Technologies, Inc SDM778G","5,553",2070
Intel Core i7-6822EQ @ 2.00GHz,"5,550",2071
ARM Neoverse-N2 8 Core 2500 MHz,"5,544",2072
Intel Core i7-4710HQ @ 2.50GHz,"5,541",2073
Intel Xeon E3-1505L v6 @ 2.20GHz,"5,540",2074
Intel Xeon E3-1226 v3 @ 3.30GHz,"5,537",2075
QTI SM7450,"5,532",2076
ARM Phytium D3000 8 Core 2500 MHz,"5,528",2077
Intel Xeon W-2104 @ 3.20GHz,"5,527",2078
Mediatek MT8791,"5,521",2079
Samsung Exynos 2100,"5,520",2080
ARM Cortex-A78AE 10 Core 2112 MHz,"5,520",2081
Spreadtrum T820,"5,519",2082
Intel Core i7-4785T @ 2.20GHz,"5,516",2083
AMD Ryzen 3 2300U,"5,515",2084
ARM CIX P1 CD8180 7 Core 2500 MHz,"5,505",2085
Intel Core i7-4860EQ @ 1.80GHz,"5,500",2086
Intel Core i5-4670 @ 3.40GHz,"5,499",2087
Intel Xeon E3-1275 @ 3.40GHz,"5,498",2088
Intel Core i7-2600K @ 3.40GHz,"5,484",2089
Intel Core i5-7440HQ @ 2.80GHz,"5,481",2090
vendor Kirin985,"5,481",2091
Intel N150,"5,479",2092
Intel Core i5-7400 @ 3.00GHz,"5,477",2093
Intel Core i5-4690S @ 3.20GHz,"5,472",2094
ARM Cortex-A72 16 Core 2200 MHz,"5,470",2095
AMD FX-8320 Eight-Core,"5,460",2096
"lisa based Qualcomm Technologies, Inc. SM7325","5,456",2097
Intel Core i7-3770T @ 2.50GHz,"5,453",2098
Intel Core i5-760S @ 2.53GHz,"5,440",2099
Intel Xeon E3-1290 @ 3.60GHz,"5,429",2100
Intel Atom x7425E,"5,423",2101
Intel Xeon E5-2609 v4 @ 1.70GHz,"5,418",2102
Intel Core i7-4700EQ @ 2.40GHz,"5,417",2103
"Venus based on Qualcomm Technologies, Inc SM8350","5,398",2104
Intel Core i7-4702HQ @ 2.20GHz,"5,390",2105
Intel Core i5-6440EQ @ 2.70GHz,"5,389",2106
Intel N100,"5,387",2107
Intel Xeon E5-2418L v2 @ 2.00GHz,"5,380",2108
Intel Xeon E3-1270 @ 3.40GHz,"5,372",2109
Intel Core i5-4590 @ 3.30GHz,"5,371",2110
Intel Core i7-4712HQ @ 2.30GHz,"5,370",2111
Intel Xeon X5687 @ 3.60GHz,"5,367",2112
Mediatek MT6891,"5,364",2113
Intel Core i5-6402P @ 2.80GHz,"5,361",2114
"Haydn based on Qualcomm Technologies, Inc SM8350","5,359",2115
Intel Xeon E3-1240 @ 3.30GHz,"5,357",2116
Intel Xeon E3-1245 @ 3.30GHz,"5,356",2117
Intel Core i7-4700MQ @ 2.40GHz,"5,352",2118
QTI SM8150,"5,351",2119
Intel Core i3-1115G4E @ 3.00GHz,"5,350",2120
Qualcomm SA8195P,"5,348",2121
Intel Core i7-2600 @ 3.40GHz,"5,347",2122
Intel N95,"5,341",2123
AMD FX-8370E Eight-Core,"5,340",2124
AMD FX-8300 Eight-Core,"5,337",2125
Intel Xeon E3-1225 v3 @ 3.20GHz,"5,328",2126
Intel Xeon E5-2620 @ 2.00GHz,"5,322",2127
Intel Core i7-4712MQ @ 2.30GHz,"5,311",2128
AMD Opteron 6328,"5,306",2129
AMD FX-8150 Eight-Core,"5,306",2130
Intel Pentium Silver N6005 @ 2.00GHz,"5,305",2131
Intel Xeon E5-2630L @ 2.00GHz,"5,305",2132
Intel Xeon E5-2430L @ 2.00GHz,"5,300",2133
"Vili based on Qualcomm Technologies, Inc SM8350","5,296",2134
Intel Xeon E3-1230L v3 @ 1.80GHz,"5,282",2135
Intel Core i3-8100T @ 3.10GHz,"5,267",2136
Intel Xeon E5-2648L @ 1.80GHz,"5,262",2137
Intel Pentium Gold G7400T,"5,259",2138
Mediatek MT6875,"5,258",2139
MT6877V/TTZA,"5,253",2140
Intel Core i5-4670S @ 3.10GHz,"5,247",2141
"Star based on Qualcomm Technologies, Inc SM8350","5,241",2142
AMD Opteron 6272,"5,240",2143
Intel Core i5-4570 @ 3.20GHz,"5,239",2144
Intel Core i7-3610QE @ 2.30GHz,"5,234",2145
Intel Core i5-4670R @ 3.00GHz,"5,233",2146
Snapdragon 8c @ 2.46 GHz,"5,230",2147
"Mars based on Qualcomm Technologies, Inc SM8350","5,230",2148
Intel Xeon E5-2643 @ 3.30GHz,"5,224",2149
Intel Xeon D-1527 @ 2.20GHz,"5,213",2150
Intel Core i5-7500T @ 2.70GHz,"5,198",2151
Intel Xeon E5-1607 v4 @ 3.10GHz,"5,197",2152
Intel Pentium Gold 7505 @ 2.00GHz,"5,195",2153
Intel Core i7-4702MQ @ 2.20GHz,"5,194",2154
ARM Cortex-A72 16 Core 0 MHz,"5,192",2155
QTI SG4250P,"5,191",2156
Intel Core i5-8265UC @ 1.60GHz,"5,187",2157
vendor Kirin980,"5,184",2158
Mediatek MT6879V_T/ZA,"5,184",2159
Snapdragon 8cx @ 2.84 GHz,"5,180",2160
QTI QCS4490,"5,179",2161
Spreadtrum T760,"5,177",2162
Intel Xeon E3-1220 v3 @ 3.10GHz,"5,175",2163
Mediatek MT8192,"5,172",2164
Intel Core i7-3615QM @ 2.30GHz,"5,170",2165
Intel Core i5-6400 @ 2.70GHz,"5,169",2166
QTI QCM4490,"5,132",2167
Intel Core i5-4590S @ 3.00GHz,"5,131",2168
Intel Xeon E3-1230 @ 3.20GHz,"5,131",2169
MT8188JV/A,"5,130",2170
Intel Core i7-3630QM @ 2.40GHz,"5,126",2171
AMD FX-8320E Eight-Core,"5,122",2172
Intel Xeon E3-1235 @ 3.20GHz,"5,112",2173
ARM Cortex-A72 16 Core 2000 MHz,"5,110",2174
Intel Core i7-3610QM @ 2.30GHz,"5,106",2175
MT6893,"5,102",2176
Intel Atom C3758R @ 2.40GHz,"5,100",2177
Intel Xeon E3-1505L v5 @ 2.00GHz,"5,083",2178
Hisilicon Kirin9000,"5,083",2179
Intel Core i5-5575R @ 2.80GHz,"5,083",2180
Intel Core i5-7300HQ @ 2.50GHz,"5,078",2181
Snapdragon 855 @ 2.84 GHz,"5,070",2182
Intel Xeon X5677 @ 3.47GHz,"5,054",2183
AMD FX-8310 Eight-Core,"5,050",2184
Intel Atom C3858 @ 2.00GHz,"5,040",2185
Intel Xeon E3-1265L V2 @ 2.50GHz,"5,038",2186
Intel Xeon X5672 @ 3.20GHz,"5,036",2187
Intel Core i5-4670K CPT @ 3.40GHz,"5,034",2188
Intel Core i7-4765T @ 2.00GHz,"5,030",2189
Intel Xeon W-2102 @ 2.90GHz,"5,029",2190
Apple A12 Bionic,"5,024",2191
Intel Core i5-4570S @ 2.90GHz,"5,019",2192
Intel Xeon E3-1235L v5 @ 2.00GHz,"5,013",2193
Intel Xeon E5-2420 @ 1.90GHz,"5,012",2194
Intel Core i5-6440HQ @ 2.60GHz,"5,012",2195
AMD Ryzen Embedded V2A46,"4,999",2196
Intel Core i7-4770TE @ 2.30GHz,"4,983",2197
Intel Xeon E5645 @ 2.40GHz,"4,972",2198
Intel Core i5-3570K @ 3.40GHz,"4,970",2199
Intel Xeon E5-1607 v3 @ 3.10GHz,"4,953",2200
Mediatek MT6877V/TTZA,"4,950",2201
vendor Kirin820,"4,947",2202
Intel Core i5-3570 @ 3.40GHz,"4,939",2203
Intel Core i7-3612QE @ 2.10GHz,"4,929",2204
Intel N250,"4,926",2205
Intel Xeon D-1520 @ 2.20GHz,"4,917",2206
Intel Core i5-4460 @ 3.20GHz,"4,912",2207
AMD Athlon Gold 7220U,"4,899",2208
SM8450,"4,896",2209
MediaTek Dimensity 1000+ (MT6889),"4,892",2210
"Renoir based on Qualcomm Technologies, Inc SM7350","4,886",2211
Intel Core i3-7350K @ 4.20GHz,"4,884",2212
Mediatek MT8390AV/A,"4,884",2213
Mediatek MT8791V/HZA,"4,882",2214
Intel 3 N350,"4,877",2215
Intel Core i5-6500TE @ 2.30GHz,"4,866",2216
MediaTek Dimensity 900 (MT6877),"4,861",2217
AMD FX-8140 Eight-Core,"4,860",2218
Mediatek MT8755,"4,859",2219
Intel Core i7-8665UE @ 1.70GHz,"4,852",2220
Intel Xeon E5-1410 @ 2.80GHz,"4,852",2221
"Samsung Technologies, Inc Exynos E1080","4,846",2222
Intel Core i3-1005G1 @ 1.20GHz,"4,839",2223
Intel Core i5-7442EQ @ 2.10GHz,"4,834",2224
Intel Core i3-7320 @ 4.10GHz,"4,831",2225
MT6877V/TZA,"4,824",2226
Mediatek MT8791V/TN,"4,809",2227
Snapdragon 860 @ 2.96 GHz,"4,804",2228
Intel Core i5-4440 @ 3.10GHz,"4,785",2229
Intel Xeon Bronze 3204 @ 1.90GHz,"4,778",2230
Intel Core i5-3550 @ 3.30GHz,"4,775",2231
Intel Core i7-3635QM @ 2.40GHz,"4,759",2232
Intel N200,"4,759",2233
Intel Core i5-6500T @ 2.50GHz,"4,758",2234
AMD Opteron 6220,"4,753",2235
Mediatek Dimensity 7200-Pro (MT6886),"4,750",2236
Intel Core i5-4470S @ 3.00GHz,"4,742",2237
Intel Core i7-3632QM @ 2.20GHz,"4,734",2238
MT8771V/PZA,"4,723",2239
Intel Xeon E3-1225 V2 @ 3.20GHz,"4,721",2240
Intel Core i5-7400T @ 2.40GHz,"4,717",2241
Qualcomm SM6375,"4,713",2242
Intel Core i7-2960XM @ 2.70GHz,"4,698",2243
Intel Xeon X5667 @ 3.07GHz,"4,697",2244
Intel Xeon E5-2603 v4 @ 1.70GHz,"4,695",2245
Intel Core i5-6300HQ @ 2.30GHz,"4,685",2246
Mediatek MT6877V/TZA,"4,682",2247
Intel Xeon E5-1603 v4 @ 2.80GHz,"4,681",2248
Intel Xeon E3-1220 V2 @ 3.10GHz,"4,676",2249
Intel Core i5-3570S @ 3.10GHz,"4,674",2250
Intel Core i5-3470 @ 3.20GHz,"4,666",2251
AMD Opteron 4284,"4,665",2252
Mediatek MT6879V/ZA,"4,662",2253
Intel Core i5-4430 @ 3.00GHz,"4,658",2254
Hygon C86-3G (OPN:3350M),"4,658",2255
Intel Xeon L5640 @ 2.27GHz,"4,645",2256
Intel Core i7-3612QM @ 2.10GHz,"4,645",2257
Intel Core i5-4460S @ 2.90GHz,"4,637",2258
AMD Athlon Silver PRO 3125GE,"4,633",2259
AMD FX-8120 Eight-Core,"4,632",2260
Intel Core i7-6970HQ @ 2.80GHz,"4,632",2261
Intel Core i7-2600S @ 2.80GHz,"4,630",2262
AMD FX-6350 Six-Core,"4,630",2263
Intel Atom C3758 @ 2.20GHz,"4,614",2264
Snapdragon 8350,"4,613",2265
Intel Core i5-4690T @ 2.50GHz,"4,612",2266
"Qualcomm Technologies, Inc SM8150","4,602",2267
Intel Core i7-2860QM @ 2.50GHz,"4,597",2268
Samsung Exynos 980,"4,584",2269
Intel Core i5-4570R @ 2.70GHz,"4,584",2270
Samsung s5e8535,"4,583",2271
Mediatek Dimensity 7025 (MT6855),"4,577",2272
ARM Neoverse-N1 6 Core 0 MHz,"4,575",2273
Intel Xeon D-1518 @ 2.20GHz,"4,562",2274
AMD Athlon 240GE,"4,561",2275
AMD Ryzen Embedded V1500B,"4,557",2276
MT6877T,"4,548",2277
AMD Athlon Silver 3050GE,"4,545",2278
Mediatek MT6833G,"4,532",2279
Rockchip RK3588,"4,530",2280
Intel Core i3-7300 @ 4.00GHz,"4,519",2281
Intel Core i5-3450 @ 3.10GHz,"4,510",2282
AMD Opteron 4280,"4,504",2283
"Qualcomm Technologies, Inc SM8150P","4,495",2284
Intel Core i5-4470 @ 3.30GHz,"4,491",2285
Intel Pentium Gold G6605 @ 4.30GHz,"4,488",2286
Intel Core i3-1115GRE @ 3.00GHz,"4,484",2287
Intel Core i5-6442EQ @ 1.90GHz,"4,483",2288
Intel Celeron G6900,"4,481",2289
Samsung s5e8825,"4,479",2290
Intel Xeon E5-1603 v3 @ 2.80GHz,"4,472",2291
Mediatek DM700,"4,471",2292
Intel Core i5-4670T @ 2.30GHz,"4,466",2293
AMD Athlon 3000G,"4,451",2294
Intel Xeon E5-2609 v3 @ 1.90GHz,"4,448",2295
Intel Core i5-3550S @ 3.00GHz,"4,446",2296
SM6375,"4,441",2297
Intel Xeon X5647 @ 2.93GHz,"4,441",2298
Intel Core i3-8100H @ 3.00GHz,"4,435",2299
AMD FX-6330 Six-Core,"4,433",2300
Mediatek MT6833GP,"4,433",2301
Intel Core i3-7101E @ 3.90GHz,"4,430",2302
AMD Athlon 220GE,"4,429",2303
Apple A11 Bionic,"4,428",2304
Intel Pentium 6805 @ 1.10GHz,"4,424",2305
Intel Xeon L5639 @ 2.13GHz,"4,419",2306
Mediatek MT8771V/PZA,"4,414",2307
Qualcomm SC7180P,"4,409",2308
