CPU Name ,"CPU Mark
","Rank
"
Intel Core i5-430M @ 2.27GHz,"1,210",3954
Intel Core i3-380M @ 2.53GHz,"1,210",3955
AMD Athlon II X2 255,"1,209",3956
Intel Core2 Duo T9900 @ 3.06GHz,"1,207",3957
AMD Phenom 8450e Triple-Core,"1,206",3958
AMD A4-9125,"1,206",3959
Intel Pentium N3540 @ 2.16GHz,"1,205",3960
AMD Athlon II X2 250e,"1,202",3961
Intel Celeron 3965Y @ 1.50GHz,"1,201",3962
Intel Celeron N3160 @ 1.60GHz,"1,200",3963
MT8175B,"1,199",3964
AMD A6-5350M APU,"1,199",3965
AMD Opteron 2222,"1,198",3966
MT6795,"1,197",3967
ROC-RK3568-PC HDMI (Android),"1,197",3968
Intel Core i7-680UM @ 1.47GHz,"1,196",3969
Intel Atom Z3795 @ 1.60GHz,"1,196",3970
Intel Pentium 3805U @ 1.90GHz,"1,194",3971
Intel Core i5-2537M @ 1.40GHz,"1,194",3972
Intel Core2 Duo T9800 @ 2.93GHz,"1,193",3973
Rockchip RK3568,"1,193",3974
AMD A6-5357M APU,"1,192",3975
ARM Cortex-A57 4 Core 2091 MHz,"1,192",3976
Intel Core i3-2312M @ 2.10GHz,"1,189",3977
Intel Pentium A1018 @ 2.10GHz,"1,188",3978
AMD Phenom 8750B Triple-Core,"1,188",3979
MediaTek MT6750T,"1,187",3980
ARM Cortex-A73 4 Core 2100 MHz,"1,185",3981
Intel Celeron J3355 @ 2.00GHz,"1,184",3982
Samsung EXYNOS5433,"1,183",3983
ARM Cortex-A72 6 Core 1512 MHz,"1,183",3984
Intel Celeron 3755U @ 1.70GHz,"1,182",3985
Intel Pentium E6600 @ 3.06GHz,"1,182",3986
Intel Core2 Extreme X9100 @ 3.06GHz,"1,181",3987
Intel Pentium E5800 @ 3.20GHz,"1,181",3988
Qualcomm MSM8939,"1,180",3989
"RK3568 AIoT3568 Board V2.1-AD52068, LVDS(8775), HD","1,178",3990
Intel Core2 Duo P9700 @ 2.80GHz,"1,178",3991
Intel Pentium E6500 @ 2.93GHz,"1,175",3992
AMD Athlon II X2 250,"1,175",3993
Intel Celeron N3150 @ 1.60GHz,"1,174",3994
ARM Cortex-A57 4 Core 1734 MHz,"1,170",3995
Intel Celeron G540 @ 2.50GHz,"1,169",3996
Intel Core i7-640UM @ 1.20GHz,"1,168",3997
AMD Sempron 3850 APU,"1,168",3998
Intel Core i3-370M @ 2.40GHz,"1,168",3999
Intel Pentium N3530 @ 2.16GHz,"1,166",4000
AMD Phenom II X640 Dual-Core,"1,165",4001
AMD Phenom 8400 Triple-Core,"1,164",4002
Intel Xeon W3505 @ 2.53GHz,"1,163",4003
MT6757WH,"1,161",4004
Rockchip RK3566 HD15 Board,"1,160",4005
ARM Cortex-A15 8 Core 1400 MHz,"1,160",4006
AMD E2-3800 APU,"1,160",4007
AMD PRO A6-8530B,"1,158",4008
MTK6757,"1,158",4009
Intel Core2 Duo E6850 @ 3.00GHz,"1,158",4010
Mediatek MT8365,"1,156",4011
Intel Pentium E6800 @ 3.33GHz,"1,155",4012
AMD QC-4000,"1,155",4013
Intel Core2 Duo E7500 @ 2.93GHz,"1,155",4014
AMD Phenom II X2 550,"1,154",4015
MediaTek MT6750V/WT,"1,153",4016
UGOOS UT8 Board,"1,152",4017
Intel Celeron J1900 @ 1.99GHz,"1,151",4018
AMD Phenom X3 8550,"1,151",4019
Intel Core2 Duo E7600 @ 3.06GHz,"1,149",4020
MediaTek MT6753T,"1,149",4021
AMD A4-4000 APU,"1,146",4022
AMD A6 Micro-6500T APU,"1,146",4023
AMD A6-9200,"1,143",4024
Intel Atom x5-Z8550 @ 1.44GHz,"1,143",4025
AMD Phenom 8850 Triple-Core,"1,142",4026
Intel Pentium N3520 @ 2.16GHz,"1,141",4027
ARM Cortex-A15 4 Core 1400 MHz,"1,141",4028
Intel Core2 Duo E8200 @ 2.66GHz,"1,141",4029
Intel Pentium G640T @ 2.40GHz,"1,139",4030
Intel Core2 Extreme X7800 @ 2.60GHz,"1,138",4031
AMD Phenom II X2 B53,"1,137",4032
Intel Celeron G540T @ 2.10GHz,"1,137",4033
AMD Phenom II N640 Dual-Core,"1,135",4034
Intel Celeron G530 @ 2.40GHz,"1,131",4035
AMD Athlon II X2 245,"1,130",4036
AMD Athlon II X2 245e,"1,126",4037
mocha,"1,125",4038
Intel Xeon W3503 @ 2.40GHz,"1,124",4039
Mediatek MT8766B,"1,124",4040
ARM Cortex-A55 8 Core 1416 MHz,"1,123",4041
"Qualcomm Technologies, Inc SCUBAPIIOT","1,123",4042
MT8768WD,"1,122",4043
AMD A6-5345M APU,"1,122",4044
Intel Core2 Duo E8335 @ 2.66GHz,"1,121",4045
Intel Core2 Extreme X6800 @ 2.93GHz,"1,118",4046
Intel Xeon L5320 @ 1.86GHz,"1,118",4047
AMD Phenom 8250 Triple-Core,"1,114",4048
Intel Celeron 1005M @ 1.90GHz,"1,113",4049
Intel Xeon 3075 @ 2.66GHz,"1,112",4050
Intel Core2 Duo E8135 @ 2.66GHz,"1,112",4051
AMD Athlon II X2 B24,"1,111",4052
Intel Celeron N3350 @ 1.10GHz,"1,110",4053
Intel Atom x6214RE @ 1.40GHz,"1,109",4054
AMD Opteron 2220,"1,106",4055
Rockchip RK3568 EVB7 DDR4 V10 Board,"1,106",4056
Intel Celeron 3215U @ 1.70GHz,"1,106",4057
Intel Core2 Extreme X7900 @ 2.80GHz,"1,104",4058
Intel Core2 Duo E8435 @ 3.06GHz,"1,104",4059
Intel Xeon L3406 @ 2.27GHz,"1,104",4060
"Qualcomm Technologies, Inc MSM8937","1,103",4061
AMD A9-9420e,"1,100",4062
Intel Core2 Extreme X9000 @ 2.80GHz,"1,099",4063
AMD Embedded G-Series GX-215JJ Radeon R2E,"1,097",4064
AMD GX-412HC,"1,095",4065
Intel Pentium E5700 @ 3.00GHz,"1,093",4066
Intel Core2 Duo P9600 @ 2.66GHz,"1,093",4067
Rockchip RK3566 BOX DEMO V10 ANDROID Board,"1,093",4068
Intel Celeron 2980U @ 1.60GHz,"1,092",4069
Intel Celeron 2002E @ 1.50GHz,"1,091",4070
ARM X-Gene 8 Core 0 MHz,"1,091",4071
Intel Core i7-620UM @ 1.07GHz,"1,091",4072
MT6755V/WM,"1,090",4073
Intel Pentium B970 @ 2.30GHz,"1,090",4074
AMD A4-3400 APU,"1,089",4075
AMD Opteron 1222,"1,089",4076
AMD Athlon II X2 210e,"1,089",4077
Qualcomm MSM 8939 HUAWEI KIW-L21,"1,088",4078
Intel Celeron G1101 @ 2.27GHz,"1,086",4079
Qualcomm MSM 8939 HUAWEI TEXAS-A1,"1,085",4080
Mediatek MT6761,"1,085",4081
Intel Pentium B980 @ 2.40GHz,"1,085",4082
AMD Phenom 8250e Triple-Core,"1,084",4083
AMD Phenom II N660 Dual-Core,"1,083",4084
AMD A4 Micro-6400T APU,"1,082",4085
Rockchip RK3568 EVB1 DDR4 V10 Board,"1,082",4086
MT8732T,"1,081",4087
Intel Core2 Duo T9600 @ 2.80GHz,"1,080",4088
Intel Core i3-350M @ 2.27GHz,"1,079",4089
AMD Athlon II X2 235e,"1,079",4090
AMD Phenom II P840 Triple-Core,"1,079",4091
AMD A6-1450 APU,"1,079",4092
Grandstream GXV3480 Video Phone,"1,078",4093
QTI QCM2290,"1,078",4094
AMD PRO A4-4350B,"1,077",4095
DO-Regular,"1,077",4096
Intel Pentium 2127U @ 1.90GHz,"1,076",4097
Intel Celeron G550T @ 2.20GHz,"1,074",4098
Mediatek MT6761V/CAB,"1,074",4099
MT8768WB,"1,074",4100
AMD E2-9010,"1,073",4101
"Qualcomm Technologies, Inc MSM8994","1,073",4102
ARM Cortex-A72 6 Core 1416 MHz,"1,071",4103
Intel Celeron 1000M @ 1.80GHz,"1,071",4104
MT6755BM,"1,070",4105
Intel Xeon 3085 @ 3.00GHz,"1,070",4106
Snapdragon 435,"1,069",4107
Intel Atom E3845 @ 1.91GHz,"1,069",4108
Intel Pentium 3556U @ 1.70GHz,"1,068",4109
AMD A8-7050,"1,068",4110
AMD Phenom II P820 Triple-Core,"1,068",4111
AMD A4-3420 APU,"1,067",4112
Qualcomm MSM 8939 HUAWEI KIW-L24,"1,065",4113
AMD Athlon II X2 B22,"1,064",4114
AMD Phenom X4 Quad-Core GS-6560,"1,063",4115
Intel Core2 Duo E8335 @ 2.93GHz,"1,060",4116
AMD Athlon 7850 Dual-Core,"1,058",4117
Rockchip RK3562,"1,058",4118
Intel Pentium E5500 @ 2.80GHz,"1,057",4119
AMD Athlon II X2 240,"1,057",4120
MT8168B,"1,056",4121
MT6592T,"1,056",4122
Intel Celeron G530T @ 2.00GHz,"1,056",4123
Hisilicon Kirin 925,"1,053",4124
AMD A6-9220C,"1,053",4125
MediaTek MT6750,"1,052",4126
Intel Pentium 3558U @ 1.70GHz,"1,051",4127
Qualcomm MSM8937,"1,047",4128
JLQ JR510,"1,047",4129
Intel Celeron N2940 @ 1.83GHz,"1,046",4130
AMD GX-222GC SOC,"1,044",4131
Samsung Exynos 7870,"1,043",4132
ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz,"1,042",4133
Intel Core2 Duo E7400 @ 2.80GHz,"1,041",4134
Intel Core2 Duo T9500 @ 2.60GHz,"1,041",4135
Intel Core2 Duo P9600 @ 2.53GHz,"1,040",4136
AMD Athlon II X2 220,"1,039",4137
MT8783,"1,039",4138
AMD Opteron 2218,"1,036",4139
AMD Opteron 1220,"1,036",4140
Intel Celeron 2981U @ 1.60GHz,"1,036",4141
AMD Turion II Ultra Dual-Core Mobile M640,"1,034",4142
Intel Core i3-330M @ 2.13GHz,"1,033",4143
Intel Pentium E6300 @ 2.80GHz,"1,032",4144
Intel Pentium G630T @ 2.30GHz,"1,032",4145
Intel Celeron N2930 @ 1.83GHz,"1,030",4146
MediaTek MT8168,"1,029",4147
Intel Atom C3338 @ 1.50GHz,"1,028",4148
Intel Celeron U1900 @ 1.99GHz,"1,028",4149
tn8,"1,027",4150
"Qualcomm Technologies, Inc SDM429","1,027",4151
Intel Xeon 3070 @ 2.66GHz,"1,025",4152
Intel Pentium 2117U @ 1.80GHz,"1,024",4153
Intel Core2 Duo E6750 @ 2.66GHz,"1,023",4154
MT6762V/CR,"1,022",4155
ARM Cortex-A57 8 Core 1500 MHz,"1,022",4156
Rockchip RK3566 RK817 TABLET LP4X Board,"1,021",4157
Intel Pentium B950 @ 2.10GHz,"1,020",4158
Intel Celeron G1820TE @ 2.20GHz,"1,020",4159
Intel Core2 Duo E8235 @ 2.80GHz,"1,020",4160
Intel Core2 Duo E8300 @ 2.83GHz,"1,019",4161
AMD Phenom II P650 Dual-Core,"1,018",4162
Intel Pentium J2850 @ 2.41GHz,"1,016",4163
AMD Athlon X2 240e,"1,015",4164
Intel Core i5-560UM @ 1.33GHz,"1,015",4165
Intel Pentium B960 @ 2.20GHz,"1,014",4166
Intel Celeron 1037U @ 1.80GHz,"1,012",4167
AMD A6-7000,"1,012",4168
AMD Turion II Ultra Dual-Core Mobile M660,"1,011",4169
Intel Core2 Duo E4700 @ 2.60GHz,"1,011",4170
AMD Phenom X2 Dual-Core GE-7060,"1,010",4171
AMD A6 PRO-7050B APU,"1,010",4172
Intel Core i3-3229Y @ 1.40GHz,"1,008",4173
AMD Athlon II X2 215,"1,008",4174
AMD Athlon II X2 240e,"1,007",4175
AMD Phenom II P920 Quad-Core,"1,006",4176
AMD Athlon 7750 Dual-Core,"1,005",4177
ARM Cortex-A72 2 Core 1703 MHz,"1,005",4178
Intel Core2 Duo T9400 @ 2.53GHz,"1,003",4179
Intel Core2 Duo E7200 @ 2.53GHz,"1,002",4180
Intel Pentium E5400 @ 2.70GHz,"1,002",4181
Intel Core i5-540UM @ 1.20GHz,"1,002",4182
AMD Athlon X2 215,996,4183
AMD A6-4400M APU,994,4184
Rockchip RK3566 EVB3 DDR3 V10 Board,994,4185
AMD Athlon 64 FX-62 Dual Core,993,4186
Intel Core2 Duo P9500 @ 2.53GHz,993,4187
AMD Phenom II N620 Dual-Core,992,4188
AMD Athlon II X2 4300e,990,4189
ARM Cortex-A57 4 Core 1912 MHz,990,4190
Intel Core2 Duo T9550 @ 2.66GHz,989,4191
Intel Pentium Extreme Edition 965 @ 3.73GHz,987,4192
AMD E2-3200 APU,986,4193
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984,4194
ARM Cortex-A55 6 Core 1800 MHz,984,4195
Intel Core2 Duo P9300 @ 2.26GHz,983,4196
AMD E2-9030,983,4197
Intel Xeon 3060 @ 2.40GHz,983,4198
AMD Athlon 64 X2 Dual Core 6400+,982,4199
Intel Core2 Duo T9300 @ 2.50GHz,981,4200
Mediatek MT8766A,979,4201
AMD Opteron 1218 HE,979,4202
AMD A4-4300M APU,977,4203
Intel Core i3-2340UE @ 1.30GHz,976,4204
Intel Core2 Duo E6700 @ 2.66GHz,975,4205
Intel Core2 Duo E7300 @ 2.66GHz,975,4206
Intel Core2 Duo E8135 @ 2.40GHz,973,4207
Amlogic AMLT982,972,4208
AMD Athlon 64 FX-74,972,4209
Unisoc ums312,972,4210
MediaTek MT8166B,971,4211
Intel Atom C2538 @ 2.40GHz,968,4212
MT6795M,968,4213
Intel Celeron B840 @ 1.90GHz,967,4214
Intel Xeon 5160 @ 3.00GHz,963,4215
MT8165,962,4216
Intel Celeron 3205U @ 1.50GHz,960,4217
AMD A6-9220e,960,4218
"Qualcomm Technologies, Inc MSM8939",959,4219
Intel Celeron N2920 @ 1.86GHz,957,4220
MT8766A,956,4221
ARM Cortex-A57 4 Core 1479 MHz,956,4222
AMD Opteron 285,956,4223
AMD A4-3300 APU,956,4224
MT6750V/CS,955,4225
AMD Turion II Ultra Dual-Core Mobile M600,955,4226
MediaTek MT6753,955,4227
Pentium Dual-Core T4500 @ 2.30GHz,955,4228
Intel Core2 Duo P8700 @ 2.53GHz,955,4229
AMD R-260H APU,954,4230
Intel Atom x5-E8000 @ 1.04GHz,953,4231
AMD Opteron 290,952,4232
AMD E2-9000,950,4233
Mediatek t50,948,4234
AMD Athlon II X2 4400e,944,4235
ARM Neoverse-V2 1 Core 0 MHz,944,4236
Intel Core2 Duo T7700 @ 2.40GHz,943,4237
Intel Celeron J1850 @ 1.99GHz,942,4238
AMD Athlon X2 255,938,4239
Intel Core2 Duo P8800 @ 2.66GHz,937,4240
AMD Athlon 64 X2 Dual Core 6000+,936,4241
Intel Celeron E3500 @ 2.70GHz,935,4242
Intel Core2 Duo E6600 @ 2.40GHz,934,4243
MT6750V/WS,934,4244
Rockchip RK3566 EVB2 LP4X V10 Board,933,4245
Intel Pentium E5200 @ 2.50GHz,932,4246
Intel Pentium E5300 @ 2.60GHz,932,4247
AMD Sempron X2 198 Dual-Core,930,4248
Intel Pentium P6200 @ 2.13GHz,930,4249
Intel Xeon 3.73GHz,929,4250
Intel Atom x5-E3930 @ 1.30GHz,928,4251
Samsung J7 Max LTE SWA board based on MT6757V/WL,928,4252
AMD A4-5150M APU,927,4253
ARM Cortex-A72 4 Core 1416 MHz,927,4254
"Qualcomm Technologies, Inc SCUBAIIOT",926,4255
ARM Cortex-A15 4 Core 2000 MHz,923,4256
Rockchip RK3566,922,4257
AMD Turion II P540 Dual-Core,922,4258
AMD Athlon X2 240,921,4259
ARM Cortex-A72 4 Core 2300 MHz,915,4260
AMD Athlon Dual Core 5400B,914,4261
AMD Turion II P560 Dual-Core,913,4262
Intel Xeon 5148 @ 2.33GHz,912,4263
"Qualcomm Technologies, Inc MSM8952",912,4264
AMD Turion II Dual-Core Mobile M540,912,4265
AMD A4-1350 APU,911,4266
AMD Opteron 1218,910,4267
AC8259V/WAB,910,4268
SAMSUNG Exynos7580,910,4269
MT6761V/CBB,910,4270
AMD Athlon 64 X2 Dual Core 5600+,909,4271
Intel Core2 Duo E6550 @ 2.33GHz,909,4272
AMD Opteron 2220 SE,909,4273
Intel Core i5-520UM @ 1.07GHz,908,4274
ARM Cortex-A73 4 Core 0 MHz,908,4275
AMD Athlon 64 X2 Dual Core 5400+,907,4276
Intel Celeron 2955U @ 1.40GHz,905,4277
VIA Eden X4 C4250 @ 1.2+GHz,904,4278
Pentium Dual-Core T4300 @ 2.10GHz,903,4279
AMD Athlon 7550 Dual-Core,900,4280
Intel Core2 Duo T8300 @ 2.40GHz,900,4281
Intel Celeron E3200 @ 2.40GHz,900,4282
AMD Athlon II N370 Dual-Core,899,4283
Intel Core i3-2375M @ 1.50GHz,899,4284
Intel Core2 Duo T7800 @ 2.60GHz,897,4285
Intel Pentium G620T @ 2.20GHz,896,4286
Intel Atom x5-Z8350 @ 1.44GHz,893,4287
AMD RX-225FB,892,4288
ARM Cortex-A73 4 Core 1800 MHz,891,4289
MT8365,889,4290
Rockchip RK3528 DEMO4 DDR4 V10 Board,888,4291
Intel Xeon 5133 @ 2.20GHz,887,4292
Intel Pentium 3560Y @ 1.20GHz,887,4293
AMD A4-9120C,885,4294
AMD E2-9000e,885,4295
AMD Phenom X2 Dual-Core GP-7730,884,4296
Intel Pentium P6100 @ 2.00GHz,884,4297
Rockchip RK3568 EVB2 LP4X V10 Board,883,4298
"Qualcomm Technologies, Inc MSM8992",882,4299
Intel Celeron E3400 @ 2.60GHz,882,4300
ARM FT-2000/4 4 Core 2200 MHz,881,4301
Intel Xeon 5150 @ 2.66GHz,880,4302
MT8168M,879,4303
AMD Sempron X2 190,879,4304
Intel Pentium B940 @ 2.00GHz,879,4305
Intel Pentium N3510 @ 1.99GHz,878,4306
Samsung Exynos 7580,878,4307
Intel Celeron 1017U @ 1.60GHz,877,4308
AMD Turion II N550 Dual-Core,877,4309
Intel Celeron P4600 @ 2.00GHz,877,4310
Athlon 64 Dual Core 5600+,875,4311
AMD Athlon 5000 Dual-Core,872,4312
Intel Core2 Duo E4600 @ 2.40GHz,872,4313
"rockchip,rk3368",870,4314
Intel Core2 Duo SP9400 @ 2.40GHz,870,4315
AMD Turion II P520 Dual-Core,870,4316
Intel Core2 Duo P7570 @ 2.26GHz,870,4317
Intel Celeron B830 @ 1.80GHz,870,4318
AMD Athlon 5200 Dual-Core,869,4319
nxp IMX8MP,868,4320
Intel Xeon 3065 @ 2.33GHz,867,4321
AMD Athlon II X2 4450e,867,4322
AMD Turion 64 X2 Mobile TL-68,866,4323
Intel Core2 Duo P8400 @ 2.26GHz,865,4324
Synaptics VS640,862,4325
Intel Core i3-2367M @ 1.40GHz,859,4326
Intel Core2 Duo P8600 @ 2.40GHz,858,4327
MT8161AA,857,4328
Intel Xeon 5140 @ 2.33GHz,857,4329
AMD Athlon II N350 Dual-Core,856,4330
AMD Athlon Dual Core 5000B,856,4331
Intel Celeron 2957U @ 1.40GHz,855,4332
AMD Turion II N530 Dual-Core,855,4333
Intel Pentium E2220 @ 2.40GHz,855,4334
AMD Turion II Dual-Core Mobile M520,855,4335
AMD Athlon X2 250,855,4336
Intel Core i3-2377M @ 1.50GHz,855,4337
AMD Athlon 64 X2 Dual Core 5200+,855,4338
AMD Turion II Neo N54L Dual-Core,853,4339
BCM2711,852,4340
Athlon 64 Dual Core 5000+,850,4341
Intel Core2 6320 @ 1.86GHz,849,4342
Intel Celeron P4500 @ 1.87GHz,848,4343
Intel Celeron 1007U @ 1.50GHz,846,4344
AMD A4-9120e,846,4345
AMD Athlon Dual Core 5050e,846,4346
MT9950,845,4347
MT6750V/W,845,4348
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,843,4349
MTK8257,842,4350
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,4351
Intel Atom x5-Z8300 @ 1.44GHz,840,4352
Intel Celeron E1600 @ 2.40GHz,840,4353
AMD Opteron 275,839,4354
Thor,839,4355
Intel Core2 Duo T6670 @ 2.20GHz,839,4356
Intel Xeon E5205 @ 1.86GHz,838,4357
Intel Xeon E5502 @ 1.87GHz,837,4358
Intel Core2 Duo P7550 @ 2.26GHz,836,4359
Intel Pentium T4500 @ 2.30GHz,836,4360
Intel Pentium P6300 @ 2.27GHz,834,4361
Intel Celeron E3300 @ 2.50GHz,834,4362
AArch64,833,4363
MT8766B,832,4364
nxp IMX8MQ,831,4365
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828,4366
Rockchip RK3368,827,4367
Intel Core2 Duo T7500 @ 2.20GHz,826,4368
AMD Sempron X2 180,826,4369
AMD Athlon Dual Core 5200B,823,4370
Intel Pentium P6000 @ 1.87GHz,823,4371
Intel Xeon 3050 @ 2.13GHz,818,4372
MT8161A,818,4373
MT6761V/CAB,818,4374
Intel Pentium D 960 @ 3.60GHz,818,4375
MT6761V/WAB,816,4376
Intel Celeron B820 @ 1.70GHz,816,4377
Amlogic AMLS905D3,815,4378
AMD Turion II Ultra Dual-Core Mobile M620,814,4379
Intel Core i3-2365M @ 1.40GHz,814,4380
Intel Pentium 997 @ 1.60GHz,809,4381
Intel Core2 Duo E6540 @ 2.33GHz,808,4382
AMD Athlon II Dual-Core M340,807,4383
AMD A4-4355M APU,806,4384
AMD Opteron 1214 HE,806,4385
Intel Xeon E5503 @ 2.00GHz,804,4386
MT8173,804,4387
AMD Athlon64 X2 Dual Core 4600+,803,4388
Intel Atom x5-Z8330 @ 1.44GHz,803,4389
AMD Athlon 64 X2 Dual Core 5000+,802,4390
AMD A6-4455M APU,802,4391
Intel Atom Z3580 @ 1.33GHz,802,4392
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802,4393
Intel Core2 Duo P7450 @ 2.13GHz,802,4394
AMD A4-3310MX APU,800,4395
Intel Core2 Duo T7600 @ 2.33GHz,800,4396
AMD Turion X2 Dual-Core Mobile RM-76,799,4397
AMD Athlon Dual Core 4850e,799,4398
ARM Cortex-A72 4 Core 2200 MHz,798,4399
ARM Cortex-A55 4 Core 2208 MHz,798,4400
Intel Core2 Duo T6600 @ 2.20GHz,797,4401
hi6210sft,796,4402
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,4403
Intel Xeon 5130 @ 2.00GHz,795,4404
Mediatek MT8168B,795,4405
Intel Atom Z3775D @ 1.49GHz,794,4406
AMD GX-217GA SOC,794,4407
MediaTek MT6761V/WBB,794,4408
Intel Xeon 3040 @ 1.86GHz,790,4409
Intel Core2 Duo P7370 @ 2.00GHz,790,4410
AMD Athlon 7450 Dual-Core,789,4411
AC8257V/WAB,788,4412
Intel Core i3-2357M @ 1.30GHz,788,4413
Intel Core2 Duo L9600 @ 2.13GHz,788,4414
Intel Pentium T4400 @ 2.20GHz,787,4415
Intel Celeron N2910 @ 1.60GHz,787,4416
Intel Core2 Duo T8100 @ 2.10GHz,786,4417
ARM Neoverse-V1 1 Core 0 MHz,785,4418
Qualcomm MSM8994,785,4419
MT6761V/CD,784,4420
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,783,4421
Intel Core i5-470UM @ 1.33GHz,782,4422
Intel Pentium D 3.40GHz,782,4423
ARM Cortex-A17 4 Core 1800 MHz,781,4424
AMD Opteron 1216,781,4425
Intel Core2 Duo E6400 @ 2.13GHz,778,4426
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776,4427
Intel Pentium T4300 @ 2.10GHz,775,4428
Pentium Dual-Core T4200 @ 2.00GHz,775,4429
Intel Celeron B810 @ 1.60GHz,775,4430
Intel Core2 Duo T6570 @ 2.10GHz,774,4431
VIA QuadCore L4700 @ 1.2+ GHz,773,4432
Intel Atom Z3735G @ 1.33GHz,772,4433
AMD Opteron 1212 HE,771,4434
ARM Kryo-4XX-Gold 1 Core 0 MHz,769,4435
Athlon Dual Core 4850e,769,4436
AMD A4-3305M APU,767,4437
ARM Cortex-A72 4 Core 2000 MHz,766,4438
Intel Core2 Duo T7400 @ 2.16GHz,765,4439
AMD Opteron 280,765,4440
Celeron Dual-Core T3500 @ 2.10GHz,764,4441
Intel Celeron 887 @ 1.50GHz,764,4442
AMD Opteron 1214,763,4443
AMD Athlon II Dual-Core M320,763,4444
Intel Xeon 5120 @ 1.86GHz,763,4445
Mediatek MT6761V/WD,762,4446
Intel Core2 Duo E6420 @ 2.13GHz,762,4447
M7221,760,4448
MT6797D,758,4449
MediaTek MT6761V/WE,757,4450
AMD Turion II Dual-Core Mobile M500,756,4451
Intel Xeon MV 3.20GHz,756,4452
Qualcomm APQ 8084 (Flattened Device Tree),756,4453
ARM Cortex-A55 4 Core 2016 MHz,755,4454
AMD GX-218GL SOC,754,4455
Amlogic AMLS905X2,754,4456
Intel Core2 Duo SL9400 @ 1.86GHz,753,4457
AMD Athlon II P360 Dual-Core,753,4458
Rockchip RK3566 EVB1 DDR4 V10 Board,751,4459
Intel Atom Z3560 @ 1.00GHz,749,4460
Intel Celeron 1047UE @ 1.40GHz,748,4461
Spreadtrum SC9853I-IA,748,4462
Dual-Core AMD Opteron 1220 SE,748,4463
Intel Core i3-380UM @ 1.33GHz,748,4464
AMD A4-3330MX APU,747,4465
Intel Celeron B815 @ 1.60GHz,747,4466
AMD Opteron 180,746,4467
Intel Core2 Duo E4500 @ 2.20GHz,745,4468
Intel Pentium Dual T2390 @ 1.86GHz,745,4469
AMD E2-3000 APU,743,4470
ARM Cortex-A55 4 Core 2124 MHz,742,4471
ARM Cortex-A72 4 Core 1900 MHz,742,4472
Mediatek MT8696,740,4473
ARM Cortex-A53 8 Core 1512 MHz,739,4474
Intel Core2 Duo T6500 @ 2.10GHz,738,4475
MT8696,738,4476
Intel Core2 Duo E4400 @ 2.00GHz,737,4477
AMD Athlon Dual Core 5600B,737,4478
Athlon 64 Dual Core 3800+,736,4479
Qualcomm MSM8974,736,4480
AMD Opteron 270,736,4481
Intel Pentium E2200 @ 2.20GHz,735,4482
Intel Core2 Duo T7200 @ 2.00GHz,735,4483
Intel Celeron E1400 @ 2.00GHz,735,4484
ARM Cortex-A72 6 Core 1008 MHz,734,4485
Intel Core2 Duo T6400 @ 2.00GHz,731,4486
"Qualcomm Technologies, Inc APQ8096pro",730,4487
AMD Athlon 64 X2 Dual Core 4200+,729,4488
Intel Atom Z3770 @ 1.46GHz,728,4489
AMD Turion X2 Dual-Core Mobile RM-75,727,4490
AMD Athlon Dual Core 4850B,727,4491
Intel Core2 Duo P7350 @ 2.00GHz,727,4492
AMD Opteron 1216 HE,727,4493
ARM Neoverse-N1 1 Core 0 MHz,724,4494
Intel Pentium T4200 @ 2.00GHz,724,4495
AMD A4-3300M APU,723,4496
AMD Athlon Dual Core 4450B,723,4497
MT3561S,723,4498
ARM Cortex-A57 4 Core 0 MHz,722,4499
Qualcomm MSM8974PRO-AA,721,4500
Intel Core2 Duo T5850 @ 2.16GHz,721,4501
AMD Athlon 64 X2 Dual Core 4600+,720,4502
Qualcomm Snapdragon 808 (8992),720,4503
AMD Athlon 64 X2 Dual Core 4800+,719,4504
AMD Athlon II P340 Dual-Core,718,4505
Intel Core2 Duo E6320 @ 1.86GHz,717,4506
AMD Turion 64 X2 Mobile TL-66,716,4507
"Qualcomm Technologies, Inc SDA429W",715,4508
AMD Athlon II X2 260u,713,4509
MediaTek MT8168A,712,4510
ARM Cortex-A55 4 Core 2000 MHz,711,4511
AMD Athlon Dual Core 4450e,710,4512
Intel Core2 Duo T5750 @ 2.00GHz,710,4513
AMD Athlon 64 FX-60 Dual Core,709,4514
Rockchip RK3288,708,4515
ARM Cortex-A55 4 Core 1908 MHz,707,4516
Intel Core2 Duo T5870 @ 2.00GHz,705,4517
Intel Atom Z3735D @ 1.33GHz,704,4518
Samsung EXYNOS5420,704,4519
MT8735T,704,4520
Intel Atom E3840 @ 1.91GHz,704,4521
AMD Athlon II P320 Dual-Core,704,4522
Intel Atom Z3775 @ 1.46GHz,702,4523
Intel Pentium E2210 @ 2.20GHz,702,4524
MT5893,702,4525
MT8161AB,700,4526
Intel Celeron 877 @ 1.40GHz,700,4527
